Time Bucket (America/New_York),Emporia Garage-EV (kWhs)
09/29/2023 00:00:00,0.0000
09/30/2023 00:00:00,30.8727
10/01/2023 00:00:00,19.1702
10/02/2023 00:00:00,0.0000
10/03/2023 00:00:00,0.0000
10/04/2023 00:00:00,59.2142
10/05/2023 00:00:00,0.0000
10/06/2023 00:00:00,23.1884
10/07/2023 00:00:00,8.1502
10/08/2023 00:00:00,0.0000
10/09/2023 00:00:00,31.6952
10/10/2023 00:00:00,0.0000
10/11/2023 00:00:00,0.0000
10/12/2023 00:00:00,44.7129
10/13/2023 00:00:00,0.0000
10/14/2023 00:00:00,16.2320
10/15/2023 00:00:00,42.4578
10/16/2023 00:00:00,22.7346
10/17/2023 00:00:00,8.0918
10/18/2023 00:00:00,0.0000
10/19/2023 00:00:00,38.9893
10/20/2023 00:00:00,0.0000
10/21/2023 00:00:00,0.0000
10/22/2023 00:00:00,0.0000
10/23/2023 00:00:00,28.8095
10/24/2023 00:00:00,12.6998
10/25/2023 00:00:00,0.0000
10/26/2023 00:00:00,0.0000
10/27/2023 00:00:00,46.0516
10/28/2023 00:00:00,0.0000
10/29/2023 00:00:00,44.7232
10/30/2023 00:00:00,0.0000
10/31/2023 00:00:00,0.0000
11/01/2023 00:00:00,49.3162
11/02/2023 00:00:00,0.0000
11/03/2023 00:00:00,0.0000
11/04/2023 00:00:00,0.0000
11/05/2023 00:00:00,41.4087
11/06/2023 00:00:00,0.0000
11/07/2023 00:00:00,26.5709
11/08/2023 00:00:00,0.0000
11/09/2023 00:00:00,0.0000
11/10/2023 00:00:00,39.5049
11/11/2023 00:00:00,0.0000
11/12/2023 00:00:00,0.0000
11/13/2023 00:00:00,32.0067
11/14/2023 00:00:00,14.8121
11/15/2023 00:00:00,31.0278
11/16/2023 00:00:00,9.7025
11/17/2023 00:00:00,0.0000
11/18/2023 00:00:00,41.7945
11/19/2023 00:00:00,0.0000
11/20/2023 00:00:00,28.2536
11/21/2023 00:00:00,6.5020
11/22/2023 00:00:00,40.9997
11/23/2023 00:00:00,0.0000
11/24/2023 00:00:00,0.0000
11/25/2023 00:00:00,18.8250
11/26/2023 00:00:00,1.1916
11/27/2023 00:00:00,0.0000
11/28/2023 00:00:00,37.9196
11/29/2023 00:00:00,0.0000
11/30/2023 00:00:00,0.0000
12/01/2023 00:00:00,28.6999
12/02/2023 00:00:00,18.1704
12/03/2023 00:00:00,10.4922
12/04/2023 00:00:00,0.0000
12/05/2023 00:00:00,0.0000
12/06/2023 00:00:00,0.0000
